"seqnames"	"start"	"end"	"width"	"strand"	"feature_name"	"feature_id"	"RNA_type"	"annot_name"	"annot_id"
"hsa_mir_6878_MI0022725;type=miRNA"	46	66	21	"*"	"hsa_miR_6878_3p_MIMAT0027657"	"MIMAT0027657"	"miRNA"	"hsa_miR_6878_3p_MIMAT0027657"	"MIMAT0027657"
"hsa_mir_4257_MI0015856;type=miRNA"	59	76	18	"*"	"hsa_miR_4257_MIMAT0016878"	"MIMAT0016878"	"miRNA"	"hsa_miR_4257_MIMAT0016878"	"MIMAT0016878"
"hsa_mir_554_MI0003559;type=miRNA"	16	36	21	"*"	"hsa_miR_554_MIMAT0003217"	"MIMAT0003217"	"miRNA"	"hsa_miR_554_MIMAT0003217"	"MIMAT0003217"
"hsa_mir_8083_MI0025919;type=miRNA"	59	79	21	"*"	"hsa_miR_8083_MIMAT0031010"	"MIMAT0031010"	"miRNA"	"hsa_miR_8083_MIMAT0031010"	"MIMAT0031010"
"hsa_mir_6737_MI0022582;type=miRNA"	45	65	21	"*"	"hsa_miR_6737_5p_MIMAT0027375"	"MIMAT0027375"	"miRNA"	"hsa_miR_6737_5p_MIMAT0027375"	"MIMAT0027375"
"hsa_mir_6737_MI0022582;type=miRNA"	1	22	22	"*"	"hsa_miR_6737_3p_MIMAT0027376"	"MIMAT0027376"	"miRNA"	"hsa_miR_6737_3p_MIMAT0027376"	"MIMAT0027376"
"hsa_mir_5698_MI0019305;type=miRNA"	42	63	22	"*"	"hsa_miR_5698_MIMAT0022491"	"MIMAT0022491"	"miRNA"	"hsa_miR_5698_MIMAT0022491"	"MIMAT0022491"
"hsa_mir_190b_MI0005545;type=miRNA"	48	69	22	"*"	"hsa_miR_190b_5p_MIMAT0004929"	"MIMAT0004929"	"miRNA"	"hsa_miR_190b_5p_MIMAT0004929"	"MIMAT0004929"
"hsa_mir_190b_MI0005545;type=miRNA"	12	32	21	"*"	"hsa_miR_190b_3p_MIMAT0037332"	"MIMAT0037332"	"miRNA"	"hsa_miR_190b_3p_MIMAT0037332"	"MIMAT0037332"
"hsa_mir_4258_MI0015857;type=miRNA"	11	27	17	"*"	"hsa_miR_4258_MIMAT0016879"	"MIMAT0016879"	"miRNA"	"hsa_miR_4258_MIMAT0016879"	"MIMAT0016879"
"hsa_mir_92b_MI0003560;type=miRNA"	20	41	22	"*"	"hsa_miR_92b_5p_MIMAT0004792"	"MIMAT0004792"	"miRNA"	"hsa_miR_92b_5p_MIMAT0004792"	"MIMAT0004792"
"hsa_mir_92b_MI0003560;type=miRNA"	61	82	22	"*"	"hsa_miR_92b_3p_MIMAT0003218"	"MIMAT0003218"	"miRNA"	"hsa_miR_92b_3p_MIMAT0003218"	"MIMAT0003218"
"hsa_mir_555_MI0003561;type=miRNA"	16	36	21	"*"	"hsa_miR_555_MIMAT0003219"	"MIMAT0003219"	"miRNA"	"hsa_miR_555_MIMAT0003219"	"MIMAT0003219"
"hsa_mir_6738_MI0022583;type=miRNA"	37	59	23	"*"	"hsa_miR_6738_5p_MIMAT0027377"	"MIMAT0027377"	"miRNA"	"hsa_miR_6738_5p_MIMAT0027377"	"MIMAT0027377"
"hsa_mir_6738_MI0022583;type=miRNA"	1	24	24	"*"	"hsa_miR_6738_3p_MIMAT0027378"	"MIMAT0027378"	"miRNA"	"hsa_miR_6738_3p_MIMAT0027378"	"MIMAT0027378"
"hsa_mir_9_1_MI0000466;type=miRNA"	52	74	23	"*"	"hsa_miR_9_5p_MIMAT0000441"	"MIMAT0000441"	"miRNA"	"hsa_miR_9_5p_MIMAT0000441"	"MIMAT0000441"
"hsa_mir_9_1_MI0000466;type=miRNA"	14	35	22	"*"	"hsa_miR_9_3p_MIMAT0000442"	"MIMAT0000442"	"miRNA"	"hsa_miR_9_3p_MIMAT0000442"	"MIMAT0000442"
"hsa_mir_765_MI0005116;type=miRNA"	26	46	21	"*"	"hsa_miR_765_MIMAT0003945"	"MIMAT0003945"	"miRNA"	"hsa_miR_765_MIMAT0003945"	"MIMAT0003945"
"hsa_mir_4259_MI0015858;type=miRNA"	11	32	22	"*"	"hsa_miR_4259_MIMAT0016880"	"MIMAT0016880"	"miRNA"	"hsa_miR_4259_MIMAT0016880"	"MIMAT0016880"
"hsa_mir_5187_MI0018166;type=miRNA"	10	31	22	"*"	"hsa_miR_5187_5p_MIMAT0021117"	"MIMAT0021117"	"miRNA"	"hsa_miR_5187_5p_MIMAT0021117"	"MIMAT0021117"
"hsa_mir_5187_MI0018166;type=miRNA"	52	72	21	"*"	"hsa_miR_5187_3p_MIMAT0021118"	"MIMAT0021118"	"miRNA"	"hsa_miR_5187_3p_MIMAT0021118"	"MIMAT0021118"
"hsa_mir_4654_MI0017282;type=miRNA"	10	31	22	"*"	"hsa_miR_4654_MIMAT0019720"	"MIMAT0019720"	"miRNA"	"hsa_miR_4654_MIMAT0019720"	"MIMAT0019720"
"hsa_mir_556_MI0003562;type=miRNA"	16	37	22	"*"	"hsa_miR_556_5p_MIMAT0003220"	"MIMAT0003220"	"miRNA"	"hsa_miR_556_5p_MIMAT0003220"	"MIMAT0003220"
"hsa_mir_556_MI0003562;type=miRNA"	55	76	22	"*"	"hsa_miR_556_3p_MIMAT0004793"	"MIMAT0004793"	"miRNA"	"hsa_miR_556_3p_MIMAT0004793"	"MIMAT0004793"
"hsa_mir_3658_MI0016058;type=miRNA"	3	24	22	"*"	"hsa_miR_3658_MIMAT0018078"	"MIMAT0018078"	"miRNA"	"hsa_miR_3658_MIMAT0018078"	"MIMAT0018078"
"hsa_mir_921_MI0005713;type=miRNA"	31	55	25	"*"	"hsa_miR_921_MIMAT0004971"	"MIMAT0004971"	"miRNA"	"hsa_miR_921_MIMAT0004971"	"MIMAT0004971"
"hsa_mir_1255b_2_MI0006436;type=miRNA"	6	27	22	"*"	"hsa_miR_1255b_5p_MIMAT0005945"	"MIMAT0005945"	"miRNA"	"hsa_miR_1255b_5p_MIMAT0005945"	"MIMAT0005945"
"hsa_mir_1255b_2_MI0006436;type=miRNA"	40	61	22	"*"	"hsa_miR_1255b_2_3p_MIMAT0022725"	"MIMAT0022725"	"miRNA"	"hsa_miR_1255b_2_3p_MIMAT0022725"	"MIMAT0022725"
"hsa_mir_557_MI0003563;type=miRNA"	61	83	23	"*"	"hsa_miR_557_MIMAT0003221"	"MIMAT0003221"	"miRNA"	"hsa_miR_557_MIMAT0003221"	"MIMAT0003221"
"hsa_mir_3119_1_MI0014134;type=miRNA"	58	77	20	"*"	"hsa_miR_3119_MIMAT0014981"	"MIMAT0014981"	"miRNA"	"hsa_miR_3119_MIMAT0014981"	"MIMAT0014981"
"hsa_mir_3119_2_MI0014135;type=miRNA"	9	28	20	"*"	"hsa_miR_3119_MIMAT0014981_1"	"MIMAT0014981_1"	"miRNA"	"hsa_miR_3119_MIMAT0014981_1"	"MIMAT0014981_1"
"hsa_mir_1295a_MI0006357;type=miRNA"	11	31	21	"*"	"hsa_miR_1295a_MIMAT0005885"	"MIMAT0005885"	"miRNA"	"hsa_miR_1295a_MIMAT0005885"	"MIMAT0005885"
"hsa_mir_1295b_MI0019146;type=miRNA"	1	21	21	"*"	"hsa_miR_1295b_5p_MIMAT0022293"	"MIMAT0022293"	"miRNA"	"hsa_miR_1295b_5p_MIMAT0022293"	"MIMAT0022293"
"hsa_mir_1295b_MI0019146;type=miRNA"	39	60	22	"*"	"hsa_miR_1295b_3p_MIMAT0022294"	"MIMAT0022294"	"miRNA"	"hsa_miR_1295b_3p_MIMAT0022294"	"MIMAT0022294"
"hsa_mir_214_MI0000290;type=miRNA"	60	81	22	"*"	"hsa_miR_214_5p_MIMAT0004564"	"MIMAT0004564"	"miRNA"	"hsa_miR_214_5p_MIMAT0004564"	"MIMAT0004564"
"hsa_mir_214_MI0000290;type=miRNA"	19	40	22	"*"	"hsa_miR_214_3p_MIMAT0000271"	"MIMAT0000271"	"miRNA"	"hsa_miR_214_3p_MIMAT0000271"	"MIMAT0000271"
"hsa_mir_3120_MI0014136;type=miRNA"	51	71	21	"*"	"hsa_miR_3120_3p_MIMAT0014982"	"MIMAT0014982"	"miRNA"	"hsa_miR_3120_3p_MIMAT0014982"	"MIMAT0014982"
"hsa_mir_3120_MI0014136;type=miRNA"	13	33	21	"*"	"hsa_miR_3120_5p_MIMAT0019198"	"MIMAT0019198"	"miRNA"	"hsa_miR_3120_5p_MIMAT0019198"	"MIMAT0019198"
"hsa_mir_199a_2_MI0000281;type=miRNA"	58	80	23	"*"	"hsa_miR_199a_5p_MIMAT0000231"	"MIMAT0000231"	"miRNA"	"hsa_miR_199a_5p_MIMAT0000231"	"MIMAT0000231"
"hsa_mir_199a_2_MI0000281;type=miRNA"	20	41	22	"*"	"hsa_miR_199a_3p_MIMAT0000232"	"MIMAT0000232"	"miRNA"	"hsa_miR_199a_3p_MIMAT0000232"	"MIMAT0000232"
"hsa_mir_1843_MI0032314;type=miRNA"	71	90	20	"*"	"hsa_miR_1843_MIMAT0039764"	"MIMAT0039764"	"miRNA"	"hsa_miR_1843_MIMAT0039764"	"MIMAT0039764"
"hsa_mir_488_MI0003123;type=miRNA"	50	70	21	"*"	"hsa_miR_488_5p_MIMAT0002804"	"MIMAT0002804"	"miRNA"	"hsa_miR_488_5p_MIMAT0002804"	"MIMAT0002804"
"hsa_mir_488_MI0003123;type=miRNA"	12	32	21	"*"	"hsa_miR_488_3p_MIMAT0004763"	"MIMAT0004763"	"miRNA"	"hsa_miR_488_3p_MIMAT0004763"	"MIMAT0004763"
"hsa_mir_4424_MI0016763;type=miRNA"	15	36	22	"*"	"hsa_miR_4424_MIMAT0018939"	"MIMAT0018939"	"miRNA"	"hsa_miR_4424_MIMAT0018939"	"MIMAT0018939"
"hsa_mir_12116_MI0039718;type=miRNA"	15	36	22	"*"	"hsa_miR_12116_MIMAT0049010"	"MIMAT0049010"	"miRNA"	"hsa_miR_12116_MIMAT0049010"	"MIMAT0049010"
"hsa_mir_3121_MI0014137;type=miRNA"	10	31	22	"*"	"hsa_miR_3121_3p_MIMAT0014983"	"MIMAT0014983"	"miRNA"	"hsa_miR_3121_3p_MIMAT0014983"	"MIMAT0014983"
"hsa_mir_3121_MI0014137;type=miRNA"	45	66	22	"*"	"hsa_miR_3121_5p_MIMAT0019199"	"MIMAT0019199"	"miRNA"	"hsa_miR_3121_5p_MIMAT0019199"	"MIMAT0019199"
"hsa_mir_4426_MI0016765;type=miRNA"	6	22	17	"*"	"hsa_miR_4426_MIMAT0018941"	"MIMAT0018941"	"miRNA"	"hsa_miR_4426_MIMAT0018941"	"MIMAT0018941"
"hsa_mir_1278_MI0006425;type=miRNA"	50	71	22	"*"	"hsa_miR_1278_MIMAT0005936"	"MIMAT0005936"	"miRNA"	"hsa_miR_1278_MIMAT0005936"	"MIMAT0005936"
"hsa_mir_4735_MI0017372;type=miRNA"	41	62	22	"*"	"hsa_miR_4735_5p_MIMAT0019860"	"MIMAT0019860"	"miRNA"	"hsa_miR_4735_5p_MIMAT0019860"	"MIMAT0019860"
"hsa_mir_4735_MI0017372;type=miRNA"	5	25	21	"*"	"hsa_miR_4735_3p_MIMAT0019861"	"MIMAT0019861"	"miRNA"	"hsa_miR_4735_3p_MIMAT0019861"	"MIMAT0019861"
"hsa_mir_181b_1_MI0000270;type=miRNA"	53	75	23	"*"	"hsa_miR_181b_5p_MIMAT0000257"	"MIMAT0000257"	"miRNA"	"hsa_miR_181b_5p_MIMAT0000257"	"MIMAT0000257"
"hsa_mir_181b_1_MI0000270;type=miRNA"	15	35	21	"*"	"hsa_miR_181b_3p_MIMAT0022692"	"MIMAT0022692"	"miRNA"	"hsa_miR_181b_3p_MIMAT0022692"	"MIMAT0022692"
"hsa_mir_181a_1_MI0000289;type=miRNA"	65	87	23	"*"	"hsa_miR_181a_5p_MIMAT0000256"	"MIMAT0000256"	"miRNA"	"hsa_miR_181a_5p_MIMAT0000256"	"MIMAT0000256"
"hsa_mir_181a_1_MI0000289;type=miRNA"	26	47	22	"*"	"hsa_miR_181a_3p_MIMAT0000270"	"MIMAT0000270"	"miRNA"	"hsa_miR_181a_3p_MIMAT0000270"	"MIMAT0000270"
"hsa_mir_5191_MI0018170;type=miRNA"	72	93	22	"*"	"hsa_miR_5191_MIMAT0021122"	"MIMAT0021122"	"miRNA"	"hsa_miR_5191_MIMAT0021122"	"MIMAT0021122"
"hsa_mir_1231_MI0006321;type=miRNA"	5	24	20	"*"	"hsa_miR_1231_MIMAT0005586"	"MIMAT0005586"	"miRNA"	"hsa_miR_1231_MIMAT0005586"	"MIMAT0005586"
"hsa_mir_6739_MI0022584;type=miRNA"	6	27	22	"*"	"hsa_miR_6739_5p_MIMAT0027379"	"MIMAT0027379"	"miRNA"	"hsa_miR_6739_5p_MIMAT0027379"	"MIMAT0027379"
"hsa_mir_6739_MI0022584;type=miRNA"	55	75	21	"*"	"hsa_miR_6739_3p_MIMAT0027380"	"MIMAT0027380"	"miRNA"	"hsa_miR_6739_3p_MIMAT0027380"	"MIMAT0027380"
"hsa_mir_6740_MI0022585;type=miRNA"	6	27	22	"*"	"hsa_miR_6740_5p_MIMAT0027381"	"MIMAT0027381"	"miRNA"	"hsa_miR_6740_5p_MIMAT0027381"	"MIMAT0027381"
"hsa_mir_6740_MI0022585;type=miRNA"	92	113	22	"*"	"hsa_miR_6740_3p_MIMAT0027382"	"MIMAT0027382"	"miRNA"	"hsa_miR_6740_3p_MIMAT0027382"	"MIMAT0027382"
"hsa_mir_135b_MI0000810;type=miRNA"	60	82	23	"*"	"hsa_miR_135b_5p_MIMAT0000758"	"MIMAT0000758"	"miRNA"	"hsa_miR_135b_5p_MIMAT0000758"	"MIMAT0000758"
"hsa_mir_135b_MI0000810;type=miRNA"	22	43	22	"*"	"hsa_miR_135b_3p_MIMAT0004698"	"MIMAT0004698"	"miRNA"	"hsa_miR_135b_3p_MIMAT0004698"	"MIMAT0004698"
"hsa_mir_6769b_MI0022706;type=miRNA"	6	28	23	"*"	"hsa_miR_6769b_5p_MIMAT0027620"	"MIMAT0027620"	"miRNA"	"hsa_miR_6769b_5p_MIMAT0027620"	"MIMAT0027620"
"hsa_mir_6769b_MI0022706;type=miRNA"	42	62	21	"*"	"hsa_miR_6769b_3p_MIMAT0027621"	"MIMAT0027621"	"miRNA"	"hsa_miR_6769b_3p_MIMAT0027621"	"MIMAT0027621"
"hsa_mir_29c_MI0000735;type=miRNA"	52	73	22	"*"	"hsa_miR_29c_5p_MIMAT0004673"	"MIMAT0004673"	"miRNA"	"hsa_miR_29c_5p_MIMAT0004673"	"MIMAT0004673"
"hsa_mir_29c_MI0000735;type=miRNA"	14	35	22	"*"	"hsa_miR_29c_3p_MIMAT0000681"	"MIMAT0000681"	"miRNA"	"hsa_miR_29c_3p_MIMAT0000681"	"MIMAT0000681"
"hsa_mir_29b_2_MI0000107;type=miRNA"	8	30	23	"*"	"hsa_miR_29b_3p_MIMAT0000100"	"MIMAT0000100"	"miRNA"	"hsa_miR_29b_3p_MIMAT0000100"	"MIMAT0000100"
"hsa_mir_29b_2_MI0000107;type=miRNA"	50	71	22	"*"	"hsa_miR_29b_2_5p_MIMAT0004515"	"MIMAT0004515"	"miRNA"	"hsa_miR_29b_2_5p_MIMAT0004515"	"MIMAT0004515"
"hsa_mir_205_MI0000285;type=miRNA"	34	55	22	"*"	"hsa_miR_205_5p_MIMAT0000266"	"MIMAT0000266"	"miRNA"	"hsa_miR_205_5p_MIMAT0000266"	"MIMAT0000266"
"hsa_mir_205_MI0000285;type=miRNA"	71	91	21	"*"	"hsa_miR_205_3p_MIMAT0009197"	"MIMAT0009197"	"miRNA"	"hsa_miR_205_3p_MIMAT0009197"	"MIMAT0009197"
"hsa_mir_4260_MI0015859;type=miRNA"	39	57	19	"*"	"hsa_miR_4260_MIMAT0016881"	"MIMAT0016881"	"miRNA"	"hsa_miR_4260_MIMAT0016881"	"MIMAT0016881"
"hsa_mir_3122_MI0014138;type=miRNA"	10	31	22	"*"	"hsa_miR_3122_MIMAT0014984"	"MIMAT0014984"	"miRNA"	"hsa_miR_3122_MIMAT0014984"	"MIMAT0014984"
"hsa_mir_215_MI0000291;type=miRNA"	64	84	21	"*"	"hsa_miR_215_5p_MIMAT0000272"	"MIMAT0000272"	"miRNA"	"hsa_miR_215_5p_MIMAT0000272"	"MIMAT0000272"
"hsa_mir_215_MI0000291;type=miRNA"	25	47	23	"*"	"hsa_miR_215_3p_MIMAT0026476"	"MIMAT0026476"	"miRNA"	"hsa_miR_215_3p_MIMAT0026476"	"MIMAT0026476"
"hsa_mir_194_1_MI0000488;type=miRNA"	50	71	22	"*"	"hsa_miR_194_5p_MIMAT0000460"	"MIMAT0000460"	"miRNA"	"hsa_miR_194_5p_MIMAT0000460"	"MIMAT0000460"
"hsa_mir_664a_MI0006442;type=miRNA"	49	72	24	"*"	"hsa_miR_664a_5p_MIMAT0005948"	"MIMAT0005948"	"miRNA"	"hsa_miR_664a_5p_MIMAT0005948"	"MIMAT0005948"
"hsa_mir_664a_MI0006442;type=miRNA"	12	34	23	"*"	"hsa_miR_664a_3p_MIMAT0005949"	"MIMAT0005949"	"miRNA"	"hsa_miR_664a_3p_MIMAT0005949"	"MIMAT0005949"
"hsa_mir_320b_2_MI0003839;type=miRNA"	10	31	22	"*"	"hsa_miR_320b_MIMAT0005792_1"	"MIMAT0005792_1"	"miRNA"	"hsa_miR_320b_MIMAT0005792_1"	"MIMAT0005792_1"
"hsa_mir_4742_MI0017380;type=miRNA"	63	85	23	"*"	"hsa_miR_4742_5p_MIMAT0019872"	"MIMAT0019872"	"miRNA"	"hsa_miR_4742_5p_MIMAT0019872"	"MIMAT0019872"
"hsa_mir_4742_MI0017380;type=miRNA"	1	23	23	"*"	"hsa_miR_4742_3p_MIMAT0019873"	"MIMAT0019873"	"miRNA"	"hsa_miR_4742_3p_MIMAT0019873"	"MIMAT0019873"
"hsa_mir_6741_MI0022586;type=miRNA"	37	58	22	"*"	"hsa_miR_6741_5p_MIMAT0027383"	"MIMAT0027383"	"miRNA"	"hsa_miR_6741_5p_MIMAT0027383"	"MIMAT0027383"
"hsa_mir_6741_MI0022586;type=miRNA"	1	22	22	"*"	"hsa_miR_6741_3p_MIMAT0027384"	"MIMAT0027384"	"miRNA"	"hsa_miR_6741_3p_MIMAT0027384"	"MIMAT0027384"
"hsa_mir_5008_MI0017876;type=miRNA"	52	73	22	"*"	"hsa_miR_5008_5p_MIMAT0021039"	"MIMAT0021039"	"miRNA"	"hsa_miR_5008_5p_MIMAT0021039"	"MIMAT0021039"
"hsa_mir_5008_MI0017876;type=miRNA"	21	41	21	"*"	"hsa_miR_5008_3p_MIMAT0021040"	"MIMAT0021040"	"miRNA"	"hsa_miR_5008_3p_MIMAT0021040"	"MIMAT0021040"
"hsa_mir_3620_MI0016011;type=miRNA"	58	79	22	"*"	"hsa_miR_3620_3p_MIMAT0018001"	"MIMAT0018001"	"miRNA"	"hsa_miR_3620_3p_MIMAT0018001"	"MIMAT0018001"
"hsa_mir_3620_MI0016011;type=miRNA"	23	44	22	"*"	"hsa_miR_3620_5p_MIMAT0022967"	"MIMAT0022967"	"miRNA"	"hsa_miR_3620_5p_MIMAT0022967"	"MIMAT0022967"
"hsa_mir_6742_MI0022587;type=miRNA"	36	57	22	"*"	"hsa_miR_6742_5p_MIMAT0027385"	"MIMAT0027385"	"miRNA"	"hsa_miR_6742_5p_MIMAT0027385"	"MIMAT0027385"
"hsa_mir_6742_MI0022587;type=miRNA"	1	20	20	"*"	"hsa_miR_6742_3p_MIMAT0027386"	"MIMAT0027386"	"miRNA"	"hsa_miR_6742_3p_MIMAT0027386"	"MIMAT0027386"
"hsa_mir_4666a_MI0017296;type=miRNA"	10	30	21	"*"	"hsa_miR_4666a_5p_MIMAT0019741"	"MIMAT0019741"	"miRNA"	"hsa_miR_4666a_5p_MIMAT0019741"	"MIMAT0019741"
"hsa_mir_4666a_MI0017296;type=miRNA"	52	72	21	"*"	"hsa_miR_4666a_3p_MIMAT0019742"	"MIMAT0019742"	"miRNA"	"hsa_miR_4666a_3p_MIMAT0019742"	"MIMAT0019742"
"hsa_mir_1182_MI0006275;type=miRNA"	14	36	23	"*"	"hsa_miR_1182_MIMAT0005827"	"MIMAT0005827"	"miRNA"	"hsa_miR_1182_MIMAT0005827"	"MIMAT0005827"
"hsa_mir_4427_MI0016766;type=miRNA"	44	64	21	"*"	"hsa_miR_4427_MIMAT0018942"	"MIMAT0018942"	"miRNA"	"hsa_miR_4427_MIMAT0018942"	"MIMAT0018942"
"hsa_mir_4671_MI0017302;type=miRNA"	10	31	22	"*"	"hsa_miR_4671_5p_MIMAT0019752"	"MIMAT0019752"	"miRNA"	"hsa_miR_4671_5p_MIMAT0019752"	"MIMAT0019752"
"hsa_mir_4671_MI0017302;type=miRNA"	46	66	21	"*"	"hsa_miR_4671_3p_MIMAT0019753"	"MIMAT0019753"	"miRNA"	"hsa_miR_4671_3p_MIMAT0019753"	"MIMAT0019753"
"hsa_mir_4753_MI0017392;type=miRNA"	53	74	22	"*"	"hsa_miR_4753_5p_MIMAT0019890"	"MIMAT0019890"	"miRNA"	"hsa_miR_4753_5p_MIMAT0019890"	"MIMAT0019890"
"hsa_mir_4753_MI0017392;type=miRNA"	7	28	22	"*"	"hsa_miR_4753_3p_MIMAT0019891"	"MIMAT0019891"	"miRNA"	"hsa_miR_4753_3p_MIMAT0019891"	"MIMAT0019891"
"hsa_mir_1537_MI0007258;type=miRNA"	1	22	22	"*"	"hsa_miR_1537_3p_MIMAT0007399"	"MIMAT0007399"	"miRNA"	"hsa_miR_1537_3p_MIMAT0007399"	"MIMAT0007399"
"hsa_mir_1537_MI0007258;type=miRNA"	38	59	22	"*"	"hsa_miR_1537_5p_MIMAT0026765"	"MIMAT0026765"	"miRNA"	"hsa_miR_1537_5p_MIMAT0026765"	"MIMAT0026765"
"hsa_mir_4428_MI0016767;type=miRNA"	46	67	22	"*"	"hsa_miR_4428_MIMAT0018943"	"MIMAT0018943"	"miRNA"	"hsa_miR_4428_MIMAT0018943"	"MIMAT0018943"
"hsa_mir_3123_MI0014139;type=miRNA"	49	65	17	"*"	"hsa_miR_3123_MIMAT0014985"	"MIMAT0014985"	"miRNA"	"hsa_miR_3123_MIMAT0014985"	"MIMAT0014985"
"hsa_mir_4677_MI0017308;type=miRNA"	13	34	22	"*"	"hsa_miR_4677_5p_MIMAT0019760"	"MIMAT0019760"	"miRNA"	"hsa_miR_4677_5p_MIMAT0019760"	"MIMAT0019760"
"hsa_mir_4677_MI0017308;type=miRNA"	50	71	22	"*"	"hsa_miR_4677_3p_MIMAT0019761"	"MIMAT0019761"	"miRNA"	"hsa_miR_4677_3p_MIMAT0019761"	"MIMAT0019761"
"hsa_mir_3916_MI0016422;type=miRNA"	50	75	26	"*"	"hsa_miR_3916_MIMAT0018190"	"MIMAT0018190"	"miRNA"	"hsa_miR_3916_MIMAT0018190"	"MIMAT0018190"
"hsa_mir_3124_MI0014140;type=miRNA"	7	27	21	"*"	"hsa_miR_3124_5p_MIMAT0014986"	"MIMAT0014986"	"miRNA"	"hsa_miR_3124_5p_MIMAT0014986"	"MIMAT0014986"
"hsa_mir_3124_MI0014140;type=miRNA"	42	63	22	"*"	"hsa_miR_3124_3p_MIMAT0019200"	"MIMAT0019200"	"miRNA"	"hsa_miR_3124_3p_MIMAT0019200"	"MIMAT0019200"
"hsa_mir_5699_MI0019306;type=miRNA"	11	32	22	"*"	"hsa_miR_5699_3p_MIMAT0022492"	"MIMAT0022492"	"miRNA"	"hsa_miR_5699_3p_MIMAT0022492"	"MIMAT0022492"
"hsa_mir_5699_MI0019306;type=miRNA"	60	81	22	"*"	"hsa_miR_5699_5p_MIMAT0027103"	"MIMAT0027103"	"miRNA"	"hsa_miR_5699_5p_MIMAT0027103"	"MIMAT0027103"
"hsa_mir_6072_MI0020349;type=miRNA"	13	34	22	"*"	"hsa_miR_6072_MIMAT0023697"	"MIMAT0023697"	"miRNA"	"hsa_miR_6072_MIMAT0023697"	"MIMAT0023697"
"hsa_mir_6078_MI0020355;type=miRNA"	19	37	19	"*"	"hsa_miR_6078_MIMAT0023703"	"MIMAT0023703"	"miRNA"	"hsa_miR_6078_MIMAT0023703"	"MIMAT0023703"
"hsa_mir_3155a_MI0014183;type=miRNA"	52	72	21	"*"	"hsa_miR_3155a_MIMAT0015029"	"MIMAT0015029"	"miRNA"	"hsa_miR_3155a_MIMAT0015029"	"MIMAT0015029"
"hsa_mir_3155b_MI0016839;type=miRNA"	3	20	18	"*"	"hsa_miR_3155b_MIMAT0019012"	"MIMAT0019012"	"miRNA"	"hsa_miR_3155b_MIMAT0019012"	"MIMAT0019012"
"hsa_mir_548ak_MI0016840;type=miRNA"	33	53	21	"*"	"hsa_miR_548ak_MIMAT0019013"	"MIMAT0019013"	"miRNA"	"hsa_miR_548ak_MIMAT0019013"	"MIMAT0019013"
"hsa_mir_4480_MI0016841;type=miRNA"	44	64	21	"*"	"hsa_miR_4480_MIMAT0019014"	"MIMAT0019014"	"miRNA"	"hsa_miR_4480_MIMAT0019014"	"MIMAT0019014"
"hsa_mir_4481_MI0016842;type=miRNA"	44	60	17	"*"	"hsa_miR_4481_MIMAT0019015"	"MIMAT0019015"	"miRNA"	"hsa_miR_4481_MIMAT0019015"	"MIMAT0019015"
"hsa_mir_548q_MI0010637;type=miRNA"	72	93	22	"*"	"hsa_miR_548q_MIMAT0011163"	"MIMAT0011163"	"miRNA"	"hsa_miR_548q_MIMAT0011163"	"MIMAT0011163"
"hsa_mir_4293_MI0015826;type=miRNA"	11	27	17	"*"	"hsa_miR_4293_MIMAT0016848"	"MIMAT0016848"	"miRNA"	"hsa_miR_4293_MIMAT0016848"	"MIMAT0016848"
"hsa_mir_1265_MI0006401;type=miRNA"	14	35	22	"*"	"hsa_miR_1265_MIMAT0005918"	"MIMAT0005918"	"miRNA"	"hsa_miR_1265_MIMAT0005918"	"MIMAT0005918"
"hsa_mir_511_MI0003127;type=miRNA"	16	36	21	"*"	"hsa_miR_511_5p_MIMAT0002808"	"MIMAT0002808"	"miRNA"	"hsa_miR_511_5p_MIMAT0002808"	"MIMAT0002808"
"hsa_mir_511_MI0003127;type=miRNA"	54	73	20	"*"	"hsa_miR_511_3p_MIMAT0026606"	"MIMAT0026606"	"miRNA"	"hsa_miR_511_3p_MIMAT0026606"	"MIMAT0026606"
"hsa_mir_4675_MI0017306;type=miRNA"	46	67	22	"*"	"hsa_miR_4675_MIMAT0019757"	"MIMAT0019757"	"miRNA"	"hsa_miR_4675_MIMAT0019757"	"MIMAT0019757"
"hsa_mir_1915_MI0008336;type=miRNA"	48	69	22	"*"	"hsa_miR_1915_5p_MIMAT0007891"	"MIMAT0007891"	"miRNA"	"hsa_miR_1915_5p_MIMAT0007891"	"MIMAT0007891"
"hsa_mir_1915_MI0008336;type=miRNA"	15	34	20	"*"	"hsa_miR_1915_3p_MIMAT0007892"	"MIMAT0007892"	"miRNA"	"hsa_miR_1915_3p_MIMAT0007892"	"MIMAT0007892"
"hsa_mir_603_MI0003616;type=miRNA"	61	82	22	"*"	"hsa_miR_603_MIMAT0003271"	"MIMAT0003271"	"miRNA"	"hsa_miR_603_MIMAT0003271"	"MIMAT0003271"
"hsa_mir_8086_MI0025922;type=miRNA"	62	83	22	"*"	"hsa_miR_8086_MIMAT0031013"	"MIMAT0031013"	"miRNA"	"hsa_miR_8086_MIMAT0031013"	"MIMAT0031013"
"hsa_mir_604_MI0003617;type=miRNA"	16	34	19	"*"	"hsa_miR_604_MIMAT0003272"	"MIMAT0003272"	"miRNA"	"hsa_miR_604_MIMAT0003272"	"MIMAT0003272"
